#Name	TATA-box	Inr	CCAAT-box	GC-box
PRMT1_1	1	0	1	1
ZW10_1	0	1	0	0
ZBTB20_3	0	0	1	0
HEATR5A_1	0	1	0	1
SLC35E2B_2	0	1	0	0
CASC4_1	0	0	0	1
RNF20_1	0	0	0	1
PPP1R2_1	1	0	0	1
NID2_1	0	0	1	0
KBTBD11_1	0	1	0	0
GAGE12J_1	0	0	0	1
KCNJ13_2	0	0	0	0
CHRAC1_1	0	1	0	0
RPTOR_1	0	1	0	1
PKD1_1	0	1	0	1
CUZD1_2	0	0	0	0
SALL1_2	0	0	0	0
HSPA9B_1	0	0	0	0
S100PBP_1	0	0	1	1
IRS4_1	0	0	0	1
ZFY_2	0	1	0	0
RAB11FIP4_1	0	0	0	1
TOX3_2	0	1	0	1
TDGF1_1	1	0	0	0
SULT2B1_2	0	0	0	0
CYB561_1	0	1	0	0
MAP1LC3C_1	1	1	0	0
MAP3K6_1	0	0	0	1
PPP1R18_1	0	0	0	1
TSSC1_1	0	0	1	1
SLC35E3_1	0	0	0	0
ASNS_1	1	0	0	1
SMARCC1_1	0	0	0	1
TAGLN2_1	0	1	0	1
LGALS8_3	0	0	0	1
RNASE1_2	0	0	0	0
ADHFE1_1	0	0	1	0
GATSL1_1	0	0	1	0
KCNJ2_1	1	0	0	0
KLK6_3	0	0	0	0
ANP32A_1	0	0	1	0
STON1-GTF2A1L_2	0	1	0	1
GATSL3_1	0	0	0	1
CCDC132_1	0	0	0	0
EML3_1	0	0	0	1
MPP4_1	0	0	0	0
TP53BP1_1	0	0	0	1
PELI1_1	0	1	0	1
ABLIM3_1	0	0	0	1
ARRDC3_1	0	0	0	0
LATS1_2	0	0	0	0
SLC30A4_1	0	1	0	1
AIFM1_1	0	0	0	0
ARD1_1	0	0	1	1
ENKUR_1	0	1	0	0
ROS1_1	0	1	0	0
DCAF17_1	0	0	0	1
LRCH1_1	0	0	0	0
PUM1_1	0	1	0	1
DEFA1_1	1	0	0	0
TMPRSS13_1	0	0	0	0
COX7B2_1	0	0	1	0
NUDC_1	0	0	1	1
WTAP_2	0	1	0	1
GRIK1_1	0	1	0	0
KLC3_2	0	0	1	0
ARFGAP1_1	0	0	0	0
TGM5_1	0	1	0	0
APBB2_3	0	0	0	0
PLXNA4_1	0	1	0	0
GSTT2B_1	0	1	0	1
CRYGS_1	0	0	0	1
UBE2I_2	0	0	0	1
CEBPZ_1	0	0	0	0
KIFC3_6	0	0	0	0
GLYR1_2	0	0	0	0
LMOD1_1	0	1	1	1
PFKP_4	0	0	1	0
RIPK2_1	0	1	0	1
H2AFJ_1	0	0	1	1
ZNF302_1	0	0	0	0
LRRC10B_1	0	1	0	1
MX2_1	1	0	0	0
KIAA0040_2	0	1	0	1
LCORL_1	1	1	0	0
TRPM1_2	0	0	0	0
C2CD2_1	0	1	0	1
GHRH_2	0	0	0	0
VWA5B1_1	0	0	0	1
TARBP1_1	0	0	0	1
ZNF436_2	0	0	1	0
STXBP3_1	0	0	0	0
SLC6A2_1	0	0	0	0
ZNF441_1	0	0	1	1
HSPH1_1	0	0	0	0
LARP4_2	0	0	0	0
STYXL1_2	0	0	0	0
LTBP3_2	0	0	0	1
PIWIL2_1	0	0	1	1
ADPRT_1	0	1	0	1
ANGPTL6_2	1	0	0	0
CD99_1	0	0	0	1
KIFAP3_2	0	0	0	0
AGAP3_1	0	1	0	0
PSTPIP1_1	0	1	0	1
LRRC49_1	0	1	0	1
SPAG16_1	0	0	0	0
DYNC1I2_2	0	0	0	1
MST1_1	0	1	0	0
B4GALT2_1	0	0	0	1
ZNF586_1	0	0	1	1
ZNF85_3	1	0	1	0
HABP4_1	0	0	1	1
ATP1B2_1	0	1	0	1
RIMKLB_1	0	0	0	1
F2RL3_1	0	1	0	0
FAM134B_1	0	0	0	1
CCDC60_1	0	1	1	1
GRAMD1A_3	0	0	1	0
GYG2_3	0	0	0	0
CLEC1B_1	0	1	0	0
QSER1_1	0	1	0	0
RIPK4_1	0	1	0	1
BOLA1_1	0	0	0	0
SLC4A7_1	0	1	0	1
DUT_2	0	0	0	0
VAMP1_1	1	1	0	1
LINC00999_1	0	0	0	0
CPA2_1	1	0	0	0
CDK19_2	0	0	0	0
CSNK1G3_1	0	0	0	0
GPBP1L1_1	0	0	0	1
DMWD_1	0	0	0	1
UPK3B_1	0	1	0	1
XYLT2_1	0	0	0	1
HSD17B1_1	0	1	0	1
ATP2A2_2	0	0	0	0
SHC1_2	0	0	1	1
HMT_1	0	1	0	0
FAM83H_1	0	0	0	1
SLC39A14_2	0	1	0	0
RAI14_1	0	0	0	0
PRSS12_1	0	1	0	1
SPECC1_3	0	0	0	1
UBXN4_1	0	0	0	0
LRRC39_1	0	1	0	0
RANGAP1_3	0	0	0	1
MAN2B1_1	0	0	0	1
ZBTB7C_2	0	0	0	0
REXO1_2	0	0	0	0
NIN_1	0	1	0	1
LEMD3_1	0	1	1	0
IGLON5_1	0	0	0	0
PPP1R10_1	1	0	1	1
POP1_1	0	0	0	1
ZBP1_1	0	1	0	0
PTPN12_2	0	0	0	0
GON4L_2	0	0	0	0
CENPN_1	0	1	0	1
ENO1_1	0	0	0	0
MARK3_1	0	1	0	1
ERBB3_4	0	0	0	0
ANK3_6	0	1	1	0
ERBB2IP_2	0	0	0	0
HAGHL_1	0	1	0	1
TBC1D2_2	0	0	0	0
MVK_2	0	0	0	0
SCN2A_1	0	1	1	0
IMPAD1_1	0	0	0	1
CAB39_3	0	1	0	0
IL18R1_1	0	0	0	0
INTS3_2	0	1	0	0
NT5DC3_1	0	1	0	1
KRTDAP_1	1	1	0	0
ATAT1_1	0	0	0	1
SCG5_1	0	1	0	0
ASMTL_2	0	1	0	1
RPLP0_2	0	0	0	1
ZC2HC1B_1	0	0	0	0
KCNA6_1	0	0	0	0
RHOJ_1	0	0	0	0
CCDC89_1	0	1	0	0
REG3G_1	0	1	0	1
PDIA3_1	0	1	1	1
MTERF_1	0	1	0	0
MORN3_1	0	0	0	0
B3GNT5_1	0	0	0	1
RABL3_1	0	1	1	1
C8G_1	0	1	0	1
SHFM1_1	0	0	0	0
GFM1_1	0	1	0	1
MRAS_1	0	0	0	0
SHBG_1	0	0	1	0
LGR6_1	0	0	1	0
C19orf48_1	1	0	0	0
RNASE1_1	1	0	0	1
PES1_2	0	0	0	0
UNC13B_1	0	0	0	1
NBPF20_6	0	0	1	0
TTC12_1	0	1	0	1
MRPS11_1	0	0	0	0
DMTN_4	0	0	0	0
PSMB4_1	0	0	0	0
RABEP2_1	0	0	1	1
CEPT1_2	0	0	0	0
GTF2IRD1_1	0	0	1	0
NPBWR2_1	0	0	0	0
ACY3_1	0	0	0	0
GAL3ST1_3	0	0	1	1
PTPRN_2	0	0	0	0
CEPT1_1	0	1	0	0
KMT2C_2	0	0	0	0
SERPIND1_1	0	1	0	0
DHPS_2	0	0	0	1
PANK4_1	1	0	0	1
CHRDL1_1	0	0	0	0
S100B_1	1	0	1	1
FAM107B_1	0	0	0	1
LAMB1_1	0	0	0	1
EPB41L1_1	0	0	0	0
BAZ2A_5	0	0	0	1
SMARCAD1_1	0	0	0	0
DESI1_1	0	0	0	1
CD36_4	0	0	0	0
RARS2_1	1	0	1	0
CAMKK2_1	0	0	1	1
DIAPH1_2	0	0	0	1
GNL3L_1	0	0	0	1
LMBRD1_2	0	0	0	1
FITM2_1	0	0	0	0
CHD3_2	0	1	0	0
XRN2_1	0	0	0	1
AP4E1_1	0	0	0	0
WRAP53_1	0	0	0	1
SLC25A27_1	0	0	1	1
TBC1D3_2	0	0	0	0
ARMC8_2	0	0	0	1
SYNGR3_1	0	0	0	1
TAF9_2	0	0	0	0
RHAG_1	0	1	0	1
RHNO1_1	0	1	0	0
SPATA6_1	0	0	0	1
RBKS_1	0	1	0	1
RASSF1_1	0	0	0	1
CYR61_1	1	1	0	0
VTI1A_1	0	0	0	0
LYST_1	0	0	0	1
POLR2E_1	0	1	1	0
ANP32E_2	0	0	0	1
LILRB1_1	0	0	0	1
SLC35F2_1	0	1	0	0
BFSP1_3	0	0	0	0
ATP2C1_4	0	0	0	1
STRN3_1	0	1	0	0
SEC24C_1	0	0	0	0
BRPF3_2	0	0	0	0
RPS23_1	0	1	0	0
DHFR_1	0	1	0	1
UNC80_1	0	0	0	0
ZNF592_1	0	0	0	0
WDR4_1	0	0	0	0
CCNK_1	0	0	1	1
TBC1D1_1	0	1	0	1
RIPPLY3_1	0	0	0	1
DNM2_1	0	0	0	0
FRAT2_1	0	1	0	1
GRK5_2	0	0	0	0
RBM33_1	0	0	0	0
CLIP4_1	0	0	0	0
CCNE1_2	0	0	0	1
DCAF11_1	0	0	0	0
LCP2_1	0	0	1	0
PPDPF_1	1	1	0	1
MMP3_1	1	0	0	0
C2CD4D_1	0	0	0	0
IFT43_1	0	0	0	1
AIM1_2	0	0	0	0
SERPINB10_2	0	1	0	1
E4F1_1	0	1	0	1
ITGB4_2	0	0	0	1
UNKL_2	1	0	0	1
XPR1_1	0	0	0	1
GRIA1_1	0	1	0	0
BDH1_1	0	1	0	0
FARP1_1	0	0	0	1
ZNF771_1	0	0	1	1
REPIN1_1	0	0	0	0
ZNF639_1	0	0	0	0
OR13C8_1	0	0	0	0
UGT1A1_1	0	1	0	0
ADRA1D_1	0	1	0	1
LAMTOR2_1	0	0	0	1
ZNF345_1	0	0	0	0
ZNF749_1	0	0	0	1
FKBP2_1	0	1	1	1
MRS2_1	0	0	1	0
MTR_1	0	1	1	0
SNRPD2_2	0	1	1	1
ADAMTS18_2	0	0	0	0
PITPNM1_1	0	0	0	1
GPN3_1	0	1	0	1
ACTL6A_1	0	0	1	1
TMEM51_2	0	0	0	1
DBN1_4	0	0	0	1
NDUFS7_1	0	0	0	0
TUBG1_1	0	0	0	1
RAVER2_2	0	0	0	0
MYCL_1	1	0	0	1
TNFRSF18_2	0	0	0	0
HSD3B7_1	0	1	0	1
SYNGR4_1	0	0	1	1
THNSL2_2	0	0	0	0
CHEK2_1	0	0	1	1
TTC39A_3	0	1	0	1
ALDH1A2_2	1	0	1	0
SLCO2A1_1	1	1	0	1
RPL39L_1	0	0	0	1
BCR_2	0	0	0	0
GJD3_1	0	0	0	1
ZHX3_2	1	0	0	0
SYT3_2	0	0	0	0
RGMA_2	0	0	0	0
RASSF9_1	0	1	0	0
SEPT9_2	0	1	0	0
F2RL1_1	0	0	0	1
TIE1_1	0	1	0	1
SHROOM2_2	0	1	0	0
ARNTL_3	0	0	0	0
C1QTNF7_1	0	0	0	0
IL17RD_1	0	0	0	0
SIM2_1	0	0	0	0
TRIM37_1	0	0	0	1
RBFOX1_3	0	0	0	1
KIF1B_3	0	0	0	0
NUDCD3_1	0	0	0	0
CCDC126_1	0	0	0	0
CD34_2	1	1	0	0
HMGCR_2	0	0	1	1
MRI1_1	0	0	0	1
SLC25A6_1	0	0	1	1
ENC1_2	0	0	0	1
MTSS1_3	0	0	0	0
TNFSF15_1	1	1	0	1
TBC1D30_2	0	0	0	0
KRT18_1	0	0	0	0
C9orf47_1	0	0	0	0
SRP14_1	0	0	0	0
MTX1_1	0	0	0	1
ICAM2_2	0	1	0	0
GCDH_1	0	1	1	1
CCDC64_2	0	0	0	0
B3GALNT1_1	0	0	0	0
BMF_2	0	0	0	0
TAOK2_2	0	0	0	1
SYPL1_2	0	0	0	1
ZNF330_1	0	0	0	1
AGPAT9_2	0	0	0	0
TTLL5_3	0	0	0	0
ZNF92_1	0	0	1	1
PKIG_1	0	0	0	0
CAMK2D_1	0	1	0	0
E2F7_1	0	0	1	0
PICALM_4	0	1	1	0
KRT86_1	0	1	0	0
LRRC4C_2	0	0	0	1
KANK4_1	0	1	0	1
TLE2_2	0	0	0	0
ZSWIM8_2	0	0	0	0
MRPL48_1	0	1	0	0
NADSYN1_2	0	0	0	0
SVIL_3	0	0	1	0
ATP7B_4	0	1	0	0
CAMTA1_1	0	0	1	0
LPAR5_3	1	1	0	0
STK24_1	0	1	0	1
ARL5C_1	0	0	0	0
TMEM248_1	0	1	0	0
GGT1_3	0	1	0	0
SMTNL2_2	0	1	0	1
ILF3_2	0	0	0	1
SATB2_1	0	0	0	0
CCR2_1	1	1	0	0
RRP7A_2	0	1	0	0
RBM47_1	1	0	0	0
GREM2_1	0	1	0	0
ZNF44_1	0	0	0	1
ENO4_1	0	0	0	1
ZNF587B_2	0	0	0	1
NRG1_1	0	0	0	0
SYDE2_1	0	0	0	1
ACKR4_1	0	0	0	1
INO80C_2	0	0	0	1
NUP85_1	0	0	0	0
DENND2D_2	0	1	0	1
MICALL1_1	0	0	0	1
SLC8A3_1	0	0	0	0
ZNF670_1	0	0	1	1
NARS2_1	0	0	0	1
TRAPPC11_2	0	0	0	0
ETV1_4	0	0	0	0
TMEM64_1	0	0	0	0
HDAC5_1	0	0	0	1
ZNF415_1	0	0	0	1
AATK_1	0	0	0	0
FNIP2_1	0	0	1	0
EXOSC7_1	0	0	0	0
TAX1BP1_2	0	0	0	1
BTK_3	0	1	0	0
NOVA2_1	0	0	0	0
KRTCAP3_2	0	0	0	1
NUDCD1_1	0	1	0	0
CDYL2_1	0	0	0	0
IQCC_1	0	1	0	1
FBXW11_1	0	0	0	0
NDST1_2	0	0	0	0
TICAM1_1	0	1	0	0
GALNT15_1	0	0	0	0
SGOL2_1	0	0	0	1
COQ10B_2	0	0	1	0
IL11RA_1	0	0	0	1
GM2A_2	0	0	0	0
KRT13_2	0	1	0	0
CDH23_1	0	0	0	1
CD160_1	0	0	0	0
NPR3_2	1	0	0	1
SCOC_1	0	1	1	0
CGGBP1_2	0	0	1	1
PTCD3_1	0	0	1	0
TMEM74B_2	0	0	0	0
PRKAR2A_1	0	0	0	1
MFSD6_2	0	1	0	0
ZFP1_1	0	0	0	0
ARHGAP18_1	0	0	0	1
DEPDC5_1	0	0	0	1
UBE2E3_3	0	1	0	0
IFNAR1_2	0	0	0	1
ZBTB12_1	0	0	1	0
TMEM5_2	0	0	0	0
FBXO3_1	0	1	0	1
AK4_3	0	1	0	1
CENPP_2	0	0	0	0
STX3_1	0	1	0	0
NUMB_3	0	0	0	0
PHF8_5	0	0	0	0
NFYB_1	0	1	0	1
PRND_1	0	0	1	1
BDNF_8	0	1	0	0
SLC16A3_1	0	0	0	1
LNX2_2	0	0	1	1
NSUN2_1	0	0	0	1
TAC4_1	0	0	1	1
DNPH1_1	0	0	0	1
PGAP2_2	0	1	0	0
INTS9_1	0	0	0	0
HECTD4_1	0	0	0	0
C17orf80_2	0	0	0	0
ZBTB24_2	0	0	0	0
NAT8L_1	0	0	0	0
C15orf65_1	1	0	0	0
SYTL1_1	0	0	0	0
KAT8_1	0	0	1	1
FAM21A_1	0	1	0	0
PDIA6_1	0	0	0	0
CNOT2_2	0	0	0	0
ABCA9_1	0	1	0	0
CTAGE5_2	0	0	0	0
COL25A1_2	0	0	0	0
SLC12A5_1	0	0	0	0
CYP27C1_1	0	1	0	0
TRIM58_1	0	0	0	0
ZNF280A_1	1	1	1	1
AKAP9_2	0	0	0	1
COX4I2_1	0	1	0	0
PRB1_1	1	1	0	0
FLCN_1	0	0	0	0
LFNG_1	0	1	0	1
VPS33B_1	0	0	0	1
RNF139_1	0	1	0	0
DCHS2_1	0	1	0	1
TIGD5_1	0	0	1	1
KCNH5_2	0	0	0	0
WDR49_1	0	0	0	0
MFSD2A_1	1	0	1	1
ACVRL1_1	0	1	0	0
METTL2B_2	0	0	0	1
MGAT4A_1	0	1	1	1
ZNF839_4	0	0	0	0
AMFR_1	0	0	0	1
ZNF33A_2	0	0	0	0
LGALS13_1	0	0	0	0
HNF1A_1	1	1	0	1
IRX1_1	0	0	0	0
GRAMD1B_3	0	0	0	0
ACAP1_1	0	1	0	1
ANXA2_1	1	0	0	1
KCNIP4_2	0	0	1	1
USP9X_1	0	1	0	0
DEFB124_1	0	0	0	0
LAMP3_1	0	1	0	0
PHF11_1	0	0	0	0
TAF6_1	0	0	0	1
CCDC167_1	0	0	1	1
CXCL10_1	1	0	1	0
LMNA_1	0	0	0	1
FBLIM1_1	0	0	0	0
TMOD1_1	0	0	0	0
C2orf62_1	0	0	0	0
SLC9A8_1	0	0	0	1
HDAC11_1	0	1	0	1
COPS8_1	0	0	0	0
ANP32B_1	0	1	0	1
ATF6B_2	0	0	0	0
TRIM44_1	0	0	0	0
TMEM27_1	0	1	0	0
TRAF3IP2_2	0	0	0	0
POMT2_1	0	0	0	1
CAMLG_1	0	0	0	1
PRKCA_1	0	1	0	1
HEPACAM2_2	0	0	0	1
IGSF11_1	0	1	0	1
CYB5D1_1	0	0	0	0
PUS1_1	0	1	0	1
SPTAN1_1	1	1	0	1
C10orf35_1	0	0	0	0
TNFRSF10A_1	0	1	0	0
HDAC2_1	0	0	0	1
C16orf46_1	0	0	0	1
SLC25A22_1	0	0	0	1
VCPIP1_1	0	0	0	1
CCDC14_2	0	0	0	0
ZBTB34_1	0	0	0	1
RPL13_2	0	0	0	0
SMCO4_1	0	1	0	0
ZNF497_1	0	1	0	1
C1orf186_1	0	0	0	0
FBXO5_1	0	0	0	0
SOGA2_2	0	0	0	0
SUV39H1_2	0	0	1	1
UBA1_3	0	0	0	0
PRUNE_1	0	0	0	1
CAMTA2_1	0	1	0	1
TMUB2_1	1	0	0	1
CENPJ_1	0	0	0	0
PYGM_1	0	0	0	0
INMT_1	0	1	0	1
HOXD4_1	0	0	1	0
SYT14_1	0	1	0	1
ITGB7_2	0	0	0	0
MAP3K11_2	0	0	0	0
NSMF_2	0	0	0	0
HBA1_1	0	1	1	1
KRT80_2	0	0	1	1
TNRC18_1	0	0	0	0
GRB7_4	0	0	1	0
PCDHA4_1	0	0	0	0
TMEM182_2	0	0	0	0
BRSK1_3	0	1	0	0
FBL_1	0	0	0	1
DHODH_1	0	0	0	1
CD59_1	0	1	0	1
LINC00908_1	0	1	0	0
CITED2_2	0	0	0	1
INPPL1_1	0	0	0	1
IGSF8_2	0	0	0	1
GBP2_1	0	1	1	0
APLP2_1	0	0	1	1
MCM7_2	0	0	1	1
TGIF1_6	0	0	0	0
CLIC1_2	0	0	0	1
DNAL1_1	0	1	0	0
KCNE1_2	0	0	0	0
RECQL5_1	1	0	1	1
NAT2_1	0	1	0	0
IGSF23_1	0	0	1	0
AP2B1_2	0	0	0	1
ZC3HAV1_1	1	0	0	1
HBG1_1	1	1	1	1
MLIP_1	0	1	0	0
ZNF283_1	0	0	0	1
CTNNAL1_1	0	0	0	1
KPNA1_1	0	0	0	0
MORN5_1	0	0	0	0
CD163L1_1	1	0	0	0
SULT1A3_1	0	1	0	0
SLC6A19_1	0	0	0	1
TAOK3_3	0	0	0	0
ZNF614_1	0	0	0	0
C12orf56_1	0	0	0	1
SIRT7_1	0	0	0	1
KIAA0930_2	0	0	1	0
ZNF862_1	0	1	1	0
NUB1_1	0	0	0	1
TMEM45A_2	0	0	0	0
C20orf24_1	0	0	1	0
TFDP2_2	0	0	0	0
GAS8_1	0	0	0	1
CEP128_1	0	0	0	0
ST5_4	0	1	0	0
ZNF649_1	0	1	0	0
TM4SF3_1	0	0	0	0
PPM1J_1	0	0	0	1
KAT7_3	0	0	0	1
FAM120AOS_1	0	0	1	0
STAC2_1	0	0	0	1
GABRB3_3	1	1	0	1
SSH3_1	0	0	0	1
LMO1_1	0	0	0	1
PTTG1_2	0	0	0	0
RPL31_1	0	0	0	1
KRT2_1	1	1	1	0
RTP4_1	0	1	0	0
GCC2_1	0	1	0	1
MYH10_1	0	0	1	0
RPS17L_1	0	0	0	1
CAPN15_1	0	1	0	1
HOXA10_1	0	0	0	0
SIGLEC6_1	0	1	0	1
GOT2_1	0	0	0	0
KDM2B_5	0	0	0	1
MEF2B_2	0	0	1	1
FBXL4_2	0	0	0	0
ZNF646_1	0	0	0	1
AGBL2_1	0	0	0	1
SQSTM1_4	0	0	0	0
ZBTB20_4	0	1	0	0
KRTAP1-3_1	0	0	0	0
NFATC4_2	0	0	0	0
TRMT2A_1	0	1	0	0
MPZL1_1	0	0	0	1
WARS2_1	0	0	0	1
TMEM38A_1	0	1	0	1
ZBTB33_1	0	1	0	0
ARHGEF11_1	0	0	0	0
CPSF5_1	0	0	1	1
ARHGEF10L_2	0	1	0	0
TSPAN32_1	0	0	0	1
DOCK1_1	0	0	0	1
SPDEF_1	0	1	1	0
PRELID1_1	0	0	0	1
JAK1_1	0	0	0	0
ACSS2_1	0	0	0	1
FDX1_1	1	0	0	1
FGFR1OP_1	0	0	0	1
GRSF1_2	0	0	0	0
SSTR1_1	0	0	0	0
ZCWPW1_2	0	0	0	0
HDAC10_1	0	0	1	1
SLCO6A1_1	0	0	0	0
TARS2_1	0	1	1	1
CTTNBP2NL_1	0	1	0	1
DGCR2_1	0	1	1	1
HS6ST3_1	0	1	0	0
SNCG_1	0	1	0	0
AHDC1_1	0	0	0	1
FKBP10_1	0	1	0	1
ERICH1_1	0	0	1	1
CLEC10A_1	0	0	0	1
ILDR1_1	0	0	0	1
LRRC18_1	0	0	1	0
FADS1_1	0	1	1	0
SEC31A_1	0	0	0	0
FBXO9_1	0	0	0	0
DDHD2_2	0	0	0	0
ZNF674_1	0	0	1	1
CPSF3_2	0	0	0	0
GFER_1	0	0	0	1
C9orf41_1	0	0	0	1
MSR1_1	0	0	0	0
ARTN_1	0	1	0	0
MYBBP1A_1	0	0	0	0
NAA60_2	0	0	1	1
AP2M1_2	0	0	0	0
LPCAT4_1	0	1	0	1
GALE_2	0	0	0	1
MB21D1_1	0	1	0	1
TRAF5_2	0	0	0	0
NAPB_2	0	0	1	0
CAMK1G_1	0	1	0	0
LUZP1_2	0	1	0	1
DGCR8_1	0	0	0	0
CSPG4_1	0	0	0	1
GUCY1A2_1	0	0	0	1
PRKAR1B_3	0	0	0	0
RPS6KA5_2	0	0	0	1
CD19_1	0	0	0	0
IL17RE_1	0	0	0	1
FADS2_2	0	0	0	0
DLG1_2	0	0	0	1
SAV1_1	0	0	0	1
DTX4_1	0	1	1	0
A4GALT_1	0	0	0	1
CARD10_3	0	0	1	0
SPANXA1_1	1	0	1	1
OXNAD1_2	0	0	0	0
DDB1_1	0	0	0	1
PIGU_1	0	1	0	0
RSPO4_1	0	0	0	1
KIAA1328_1	0	0	1	1
PLAGL2_1	0	1	0	0
SCN4B_1	0	0	0	1
CCL22_1	1	0	0	0
SH3D21_2	0	0	1	1
SSH2_1	0	1	0	0
AGO4_1	0	0	0	1
ZNF558_3	0	0	0	1
GPR125_2	0	0	0	0
HSPB11_1	0	1	0	1
ZBED4_1	0	0	0	1
DGAT2_1	0	0	0	0
HECTD3_1	0	1	0	0
TEAD2_3	0	0	1	0
PPP1R12B_2	0	0	0	0
NOS2_2	0	0	0	1
SQLE_1	0	0	1	1
PPP2R5A_1	0	0	0	1
RBCK1_1	0	1	0	1
FGFBP1_1	0	1	0	1
ZNF841_1	0	1	0	1
NPM2_2	0	1	0	0
CDC25C_3	0	0	0	0
ZNF71_1	0	1	1	0
TMEM258_1	0	0	0	1
SIAH3_1	0	0	1	0
RGR_1	1	1	0	0
TRAM1L1_1	0	0	0	0
FERMT1_1	0	0	0	0
ZNF385B_2	1	0	0	0
ZNF821_1	0	0	0	1
ZNF174_1	0	0	1	1
VWA8_1	0	0	0	0
PKIB_1	1	0	0	0
SENP8_1	0	0	0	0
MSI1_1	0	0	0	1
NBPF12_2	0	0	0	0
